Season,Rank,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP (Per Game),PTS (Per Game),TRB (Per Game),AST (Per Game),STL (Per Game),BLK (Per Game)
2006-2007,9,J.J. Barea,"Nov 4, '06, DAL @ HOU",22,14,831,16287,2832,6685,819,2330,932,1174,253,1748,3270,331,24,1264,1168,7415,.424,.352,.794,19.6,8.9,2.1,3.9,0.4,0.0
2006-2007,10,Andrea Bargnani,"Nov 1, '06, TOR @ NJN",21,10,550,15806,2932,6676,627,1771,1382,1677,530,2541,653,207,470,851,1338,7873,.439,.354,.824,28.7,14.3,4.6,1.2,0.4,0.9
2006-2007,11,Will Blalock,"Dec 16, '06, DET @ NJN",23,1,14,166,9,30,1,5,6,6,6,15,17,5,0,12,9,25,.300,.200,1.000,11.9,1.8,1.1,1.2,0.4,0.0
2006-2007,12,Josh Boone,"Dec 2, '06, NJN vs. PHI",22,4,256,4482,567,1042,0,0,206,463,484,1258,125,99,178,169,466,1340,.544,,.445,17.5,5.2,4.9,0.5,0.4,0.7
2006-2007,13,Cedric Bozeman,"Nov 1, '06, ATL @ PHI",23,1,23,199,11,39,2,13,2,6,3,23,9,5,2,9,32,26,.282,.154,.333,8.7,1.1,1.0,0.4,0.2,0.1
2006-2007,14,Ronnie Brewer,"Nov 1, '06, UTA vs. HOU",21,8,502,11539,1554,3169,90,355,742,1099,451,1427,828,622,120,390,545,3940,.490,.254,.675,23.0,7.8,2.8,1.6,1.2,0.2
2006-2007,15,Andre Brown,"Jan 5, '07, SEA vs. NYK",25,3,75,598,82,159,0,1,33,66,70,178,11,14,8,48,73,197,.516,.000,.500,8.0,2.6,2.4,0.1,0.2,0.1
2006-2007,16,Dee Brown,"Nov 4, '06, UTA vs. GSW",22,2,68,711,50,147,13,52,27,42,15,69,119,32,7,48,79,140,.340,.250,.643,10.5,2.1,1.0,1.8,0.5,0.1
2006-2007,17,Shannon Brown,"Nov 7, '06, CLE vs. ATL",21,9,408,7329,1198,2854,276,831,446,553,177,760,458,284,90,378,538,3118,.420,.332,.807,18.0,7.6,1.9,1.1,0.7,0.2
2006-2007,18,Rodney Carney,"Nov 1, '06, PHI vs. ATL",22,5,299,4600,675,1599,200,591,228,324,164,588,132,159,100,157,420,1778,.422,.338,.704,15.4,5.9,2.0,0.4,0.5,0.3
2006-2007,19,Mardy Collins,"Nov 1, '06, NYK @ MEM",22,4,189,2771,296,778,38,127,112,187,91,336,327,110,22,203,256,742,.380,.299,.599,14.7,3.9,1.8,1.7,0.6,0.1
2006-2007,20,Will Conroy,"Jan 31, '07, MEM vs. DAL",24,3,16,108,3,22,0,6,1,8,4,11,16,0,0,6,13,7,.136,.000,.125,6.8,0.4,0.7,1.0,0.0,0.0
2006-2007,21,Paul Davis,"Nov 2, '06, LAC vs. DEN",22,4,82,702,88,219,0,1,41,56,74,158,32,22,15,30,105,217,.402,.000,.732,8.6,2.6,1.9,0.4,0.3,0.2
2006-2007,22,Yakhouba Diawara,"Nov 2, '06, DEN @ LAC",24,4,187,2614,233,653,122,405,67,103,77,258,122,52,16,72,276,655,.357,.301,.650,14.0,3.5,1.4,0.7,0.3,0.1
2006-2007,23,Quincy Douby,"Nov 12, '06, SAC vs. TOR",22,3,143,1535,222,571,68,218,76,86,34,152,93,50,21,87,128,588,.389,.312,.884,10.7,4.1,1.1,0.7,0.3,0.1
2006-2007,24,Jordan Farmar,"Oct 31, '06, LAL vs. PHO",20,10,504,9840,1460,3452,583,1559,385,521,161,958,1453,391,56,695,713,3888,.423,.374,.739,19.5,7.7,1.9,2.9,0.8,0.1
2006-2007,25,Desmon Farmer,"Nov 18, '06, SEA @ GSW",25,2,11,86,9,29,5,20,3,3,0,7,11,1,0,5,8,26,.310,.250,1.000,7.8,2.4,0.6,1.0,0.1,0.0
2006-2007,26,Randy Foye,"Nov 1, '06, MIN vs. SAC",23,11,752,19279,2704,6750,1104,3017,1217,1429,245,1686,2112,528,220,1106,1584,7729,.401,.366,.852,25.6,10.3,2.2,2.8,0.7,0.3
2006-2007,27,Jorge Garbajosa,"Nov 1, '06, TOR @ NJN",29,2,74,1983,230,554,72,209,57,78,50,345,128,81,15,65,92,589,.415,.344,.731,26.8,8.0,4.7,1.7,1.1,0.2
2006-2007,28,Rudy Gay,"Nov 1, '06, MEM vs. NYK",20,17,1120,34561,6670,14771,1186,3429,3116,3898,1447,6283,2280,1231,798,2245,2524,17642,.452,.346,.799,30.9,15.8,5.6,2.0,1.1,0.7
2006-2007,29,Mickaël Gelabale,"Nov 1, '06, SEA vs. POR",23,3,145,2348,263,560,43,136,101,124,107,330,115,50,35,92,186,670,.470,.316,.815,16.2,4.6,2.3,0.8,0.3,0.2
2006-2007,30,Daniel Gibson,"Nov 15, '06, CLE vs. POR",20,7,397,9316,1065,2646,578,1419,407,522,142,792,775,243,86,373,811,3115,.402,.407,.780,23.5,7.8,2.0,2.0,0.6,0.2
2006-2007,31,Andreas Glyniadakis,"Nov 10, '06, SEA @ CHA",25,1,13,81,8,17,0,0,1,2,2,8,1,0,0,9,19,17,.471,,.500,6.2,1.3,0.6,0.1,0.0,0.0
2006-2007,32,Lynn Greer,"Jan 8, '07, MIL @ DEN",27,1,41,432,61,141,18,52,27,32,2,27,53,17,1,18,32,167,.433,.346,.844,10.5,4.1,0.7,1.3,0.4,0.0
2006-2007,33,Mike Hall,"Apr 3, '07, WAS @ CHA",22,1,2,13,1,4,0,0,0,0,1,2,1,0,0,0,1,2,.250,,,6.5,1.0,1.0,0.5,0.0,0.0
2006-2007,34,Walter Herrmann,"Nov 10, '06, CHA vs. SEA",27,3,152,1939,312,681,114,299,81,103,78,319,66,31,12,61,143,819,.458,.381,.786,12.8,5.4,2.1,0.4,0.2,0.1
2006-2007,35,Robert Hite,"Oct 31, '06, MIA vs. CHI",23,1,12,136,19,60,5,23,8,12,4,16,8,3,2,6,8,51,.317,.217,.667,11.3,4.3,1.3,0.7,0.3,0.2
2006-2007,36,Ryan Hollins,"Jan 17, '07, CHA vs. NJN",22,10,518,6134,687,1177,0,1,539,830,457,1140,151,94,271,384,1037,1913,.584,.000,.649,11.8,3.7,2.2,0.3,0.2,0.5
2006-2007,37,Mile Ilić,"Nov 1, '06, NJN vs. TOR",22,1,5,6,0,3,0,0,0,0,0,1,0,0,0,3,1,0,.000,,,1.2,0.0,0.2,0.0,0.0,0.0
2006-2007,38,Ersan İlyasova,"Nov 1, '06, MIL @ DET",19,13,825,18957,3123,7047,883,2409,1235,1590,1397,4661,908,560,293,791,1994,8364,.443,.367,.777,23.0,10.1,5.6,1.1,0.7,0.4
2006-2007,39,Alexander Johnson,"Nov 1, '06, MEM vs. NYK",23,2,102,1302,152,294,0,0,135,201,82,275,30,38,45,89,217,439,.517,,.672,12.8,4.3,2.7,0.3,0.4,0.4
2006-2007,40,Bobby Jones,"Nov 15, '06, PHI @ SEA",23,2,91,867,103,233,19,62,63,92,51,149,44,26,4,46,144,288,.442,.306,.685,9.5,3.2,1.6,0.5,0.3,0.0
2006-2007,41,Solomon Jones,"Nov 1, '06, ATL @ PHI",22,8,281,3092,301,645,1,9,236,329,257,654,99,58,154,161,554,839,.467,.111,.717,11.0,3.0,2.3,0.4,0.2,0.5
2006-2007,42,Tarence Kinsey,"Dec 8, '06, MEM @ MIL",22,3,109,1340,186,411,23,71,116,142,42,147,53,68,1,71,102,511,.453,.324,.817,12.3,4.7,1.3,0.5,0.6,0.0
2006-2007,43,James Lang,"Nov 28, '06, WAS vs. ATL",23,1,11,55,4,9,0,0,3,5,5,11,2,0,3,2,14,11,.444,,.600,5.0,1.0,1.0,0.2,0.0,0.3
2006-2007,44,Kyle Lowry,"Nov 1, '06, MEM vs. NYK",20,19,1154,36371,5234,12350,2194,5960,3639,4464,887,4927,7050,1483,345,2620,3129,16301,.424,.368,.815,31.5,14.1,4.3,6.1,1.3,0.3
2006-2007,45,Renaldo Major,"Jan 17, '07, GSW @ LAC",24,1,1,27,2,10,0,0,1,2,0,2,0,2,0,1,4,5,.200,,.500,27.0,5.0,2.0,0.0,2.0,0.0
2006-2007,46,Damir Markota,"Nov 3, '06, MIL @ TOR",21,1,30,170,19,52,6,16,7,11,11,31,6,3,1,15,22,51,.365,.375,.636,5.7,1.7,1.0,0.2,0.1,0.0
2006-2007,47,Chris McCray,"Nov 15, '06, MIL @ NJN",22,1,5,12,0,3,0,0,0,0,0,0,0,0,0,2,1,0,.000,,,2.4,0.0,0.0,0.0,0.0,0.0
2006-2007,48,Ivan McFarlin,"Nov 7, '06, PHI @ IND",24,1,11,41,5,13,0,1,5,7,7,11,1,0,0,1,8,15,.385,.000,.714,3.7,1.4,1.0,0.1,0.0,0.0
2006-2007,49,Pops Mensah-Bonsu,"Nov 21, '06, DAL vs. WAS",23,4,61,509,64,156,0,2,53,90,83,180,11,14,14,40,82,181,.410,.000,.589,8.3,3.0,3.0,0.2,0.2,0.2
2006-2007,50,Paul Millsap,"Nov 1, '06, UTA vs. HOU",21,16,1085,30499,5455,11158,541,1588,3085,4190,2343,7673,2378,1327,1045,1829,3248,14536,.489,.341,.736,28.1,13.4,7.1,2.2,1.2,1.0
2006-2007,51,Randolph Morris,"Mar 28, '07, NYK vs. CLE",21,4,74,438,52,122,0,0,36,66,27,104,7,13,7,30,100,140,.426,,.545,5.9,1.9,1.4,0.1,0.2,0.1
2006-2007,52,Adam Morrison,"Nov 1, '06, CHA vs. IND",22,3,161,3278,467,1252,124,375,142,200,82,342,222,40,12,172,273,1200,.373,.331,.710,20.4,7.5,2.1,1.4,0.2,0.1
2006-2007,53,David Noel,"Nov 3, '06, MIL @ TOR",22,1,68,792,65,177,17,53,37,43,42,123,65,25,9,40,77,184,.367,.321,.860,11.6,2.7,1.8,1.0,0.4,0.1
2006-2007,54,Steve Novak,"Nov 1, '06, HOU @ UTA",23,11,467,5657,751,1717,575,1337,100,114,68,591,132,91,38,81,371,2177,.437,.430,.877,12.1,4.7,1.3,0.3,0.2,0.1
2006-2007,55,Patrick O'Bryant,"Nov 1, '06, GSW vs. LAL",20,4,90,524,79,160,0,3,28,48,32,127,25,18,40,42,126,186,.494,.000,.583,5.8,2.1,1.4,0.3,0.2,0.4
2006-2007,56,Kevinn Pinkney,"Apr 4, '07, BOS @ MIL",23,1,6,100,12,27,1,2,6,9,7,15,5,3,3,4,12,31,.444,.500,.667,16.7,5.2,2.5,0.8,0.5,0.5
2006-2007,57,Leon Powe,"Nov 13, '06, BOS vs. ORL",23,5,239,3320,490,952,0,5,504,739,380,911,78,69,82,189,503,1484,.515,.000,.682,13.9,6.2,3.8,0.3,0.3,0.3
2006-2007,58,Roger Powell,"Nov 14, '06, UTA vs. LAC",24,1,3,13,0,3,0,1,2,2,3,3,0,0,0,3,2,2,.000,.000,1.000,4.3,0.7,1.0,0.0,0.0,0.0
2006-2007,59,Chris Quinn,"Oct 31, '06, MIA vs. CHI",23,6,241,3303,381,956,161,427,169,209,30,266,455,102,8,137,249,1092,.399,.377,.809,13.7,4.5,1.1,1.9,0.4,0.0
2006-2007,60,Allan Ray,"Nov 17, '06, BOS vs. POR",22,1,47,710,100,259,48,116,42,55,18,69,43,20,3,42,85,290,.386,.414,.764,15.1,6.2,1.5,0.9,0.4,0.1
2006-2007,61,JJ Redick,"Nov 25, '06, ORL vs. ATL",22,15,940,23964,4009,8976,1950,4704,2060,2310,172,1903,1862,420,88,1040,1417,12028,.447,.415,.892,25.5,12.8,2.0,2.0,0.4,0.1
2006-2007,62,Jeremy Richardson,"Jan 31, '07, ATL vs. GSW",22,3,45,245,33,99,15,39,5,8,3,25,5,4,0,10,21,86,.333,.385,.625,5.4,1.9,0.6,0.1,0.1,0.0
2006-2007,63,Sergio Rodríguez,"Nov 3, '06, POR @ GSW",20,5,353,5281,676,1651,202,600,193,261,121,525,1183,212,13,491,441,1747,.409,.337,.739,15.0,4.9,1.5,3.4,0.6,0.0
2006-2007,64,Rajon Rondo,"Nov 1, '06, BOS vs. NOK",20,16,957,28570,3886,8516,449,1384,1116,1826,910,4349,7584,1518,125,2586,1997,9337,.456,.324,.611,29.9,9.8,4.5,7.9,1.6,0.1
2006-2007,65,Brandon Roy,"Nov 1, '06, POR @ SEA",22,6,326,11561,2224,4849,322,925,1366,1707,347,1388,1517,335,76,595,630,6136,.459,.348,.800,35.5,18.8,4.3,4.7,1.0,0.2
2006-2007,66,Thabo Sefolosha,"Oct 31, '06, CHI @ MIA",22,14,869,19062,1916,4265,513,1469,649,887,626,3252,1196,935,366,755,1418,4994,.449,.349,.732,21.9,5.7,3.7,1.4,1.1,0.4
2006-2007,67,Mouhamed Sene,"Nov 1, '06, SEA vs. POR",20,3,47,260,35,82,0,0,33,56,28,75,1,4,22,15,44,103,.427,,.589,5.5,2.2,1.6,0.0,0.1,0.5
2006-2007,68,Cedric Simmons,"Nov 1, '06, NOK @ BOS",21,3,75,705,70,171,0,0,23,59,55,141,14,11,32,30,91,163,.409,,.390,9.4,2.2,1.9,0.2,0.1,0.4
2006-2007,69,Uroš Slokar,"Dec 8, '06, TOR @ CHI",23,1,20,72,14,26,1,2,9,13,7,14,1,1,2,9,11,38,.538,.500,.692,3.6,1.9,0.7,0.1,0.1,0.1
2006-2007,70,Craig Smith,"Nov 1, '06, MIN vs. SAC",23,6,403,6826,1221,2207,1,27,637,963,543,1567,322,183,91,413,957,3080,.553,.037,.661,16.9,7.6,3.9,0.8,0.5,0.2
2006-2007,71,Steven Smith,"Nov 21, '06, PHI vs. DET",23,1,8,28,2,8,0,0,1,2,1,6,0,1,0,2,4,5,.250,,.500,3.5,0.6,0.8,0.0,0.1,0.0
2006-2007,72,Vassilis Spanoulis,"Nov 4, '06, HOU vs. DAL",24,1,31,272,23,72,5,29,34,42,5,22,28,7,1,29,33,85,.319,.172,.810,8.8,2.7,0.7,0.9,0.2,0.0
2006-2007,73,Tyrus Thomas,"Oct 31, '06, CHI @ MIA",20,8,402,7932,1147,2620,8,34,791,1080,550,1938,347,328,525,527,989,3093,.438,.235,.732,19.7,7.7,4.8,0.9,0.8,1.3
2006-2007,74,P.J. Tucker,"Nov 1, '06, TOR @ NJN",21,13,883,24935,2128,5011,877,2398,721,961,1300,4770,1225,942,262,815,2144,5854,.425,.366,.750,28.2,6.6,5.4,1.4,1.1,0.3
2006-2007,75,Marcus Vinicius,"Nov 25, '06, NOK @ DAL",22,2,26,172,16,35,8,19,10,18,3,19,7,3,2,9,14,50,.457,.421,.556,6.6,1.9,0.7,0.3,0.1,0.1
2006-2007,76,James White,"Mar 26, '07, SAS @ GSW",24,3,67,583,71,162,17,50,23,34,8,68,35,17,6,25,53,182,.438,.340,.676,8.7,2.7,1.0,0.5,0.3,0.1
2006-2007,77,Justin Williams,"Jan 13, '07, SAC vs. HOU",22,2,49,456,67,117,0,1,31,89,71,164,2,10,21,19,68,165,.573,.000,.348,9.3,3.4,3.3,0.0,0.2,0.4
2006-2007,78,Marcus Williams,"Nov 1, '06, NJN vs. TOR",21,4,203,3095,427,1107,126,392,148,193,56,361,574,87,7,295,197,1128,.386,.321,.767,15.2,5.6,1.8,2.8,0.4,0.0
2006-2007,79,Shawne Williams,"Dec 11, '06, IND @ CHI",20,7,314,5368,650,1612,275,812,194,257,247,945,220,127,156,197,656,1769,.403,.339,.755,17.1,5.6,3.0,0.7,0.4,0.5
2006-2007,80,Shelden Williams,"Nov 1, '06, ATL @ PHI",23,6,361,5586,590,1276,2,9,436,589,529,1562,163,179,164,304,733,1618,.462,.222,.740,15.5,4.5,4.3,0.5,0.5,0.5
2007-2008,1,Arron Afflalo,"Nov 1, '07, DET @ MIA",22,11,762,20829,2983,6633,852,2205,1380,1673,334,2176,1386,341,141,852,1481,8198,.450,.386,.825,27.3,10.8,2.9,1.8,0.4,0.2
2007-2008,2,Blake Ahearn,"Mar 21, '08, MIA vs. WAS",23,3,19,226,21,77,14,47,32,33,1,22,22,7,0,22,27,88,.273,.298,.970,11.9,4.6,1.2,1.2,0.4,0.0
2007-2008,3,Lance Allred,"Mar 17, '08, CLE @ ORL",26,1,3,10,1,4,0,0,1,2,0,1,0,0,0,0,1,3,.250,,.500,3.3,1.0,0.3,0.0,0.0,0.0
2007-2008,4,Morris Almond,"Nov 7, '07, UTA vs. CLE",22,3,38,361,43,113,7,24,26,35,10,46,12,12,4,19,42,119,.381,.292,.743,9.5,3.1,1.2,0.3,0.3,0.1
2007-2008,5,Joel Anthony,"Nov 27, '07, MIA vs. CHA",25,10,490,7056,398,776,0,0,268,405,562,1353,99,127,531,227,819,1064,.513,,.662,14.4,2.2,2.8,0.2,0.3,1.1
2007-2008,6,Marco Belinelli,"Oct 30, '07, GSW vs. UTA",21,13,860,19548,2949,6959,1216,3230,1256,1485,187,1769,1429,488,65,850,1222,8370,.424,.376,.846,22.7,9.7,2.1,1.7,0.6,0.1
2007-2008,7,Corey Brewer,"Nov 2, '07, MIN vs. DEN",21,13,819,18771,2684,6314,503,1774,1226,1720,613,2287,1250,1023,222,950,1768,7097,.425,.284,.713,22.9,8.7,2.8,1.5,1.2,0.3
2007-2008,8,Aaron Brooks,"Nov 17, '07, HOU vs. PHO",23,10,645,13439,2261,5478,820,2218,917,1095,254,1079,1925,359,87,1000,1217,6259,.413,.370,.837,20.8,9.7,1.7,3.0,0.6,0.1
2007-2008,9,Wilson Chandler,"Nov 13, '07, NYK @ PHO",20,12,676,20287,3270,7382,874,2560,1049,1363,766,3574,1205,470,414,931,1807,8463,.443,.341,.770,30.0,12.5,5.3,1.8,0.7,0.6
2007-2008,10,Mike Conley,"Nov 7, '07, MEM @ SEA",20,18,1121,35354,5650,12888,1841,4762,2921,3545,535,3332,6397,1554,232,2132,2191,16062,.438,.387,.824,31.5,14.3,3.0,5.7,1.4,0.2
2007-2008,11,Daequan Cook,"Nov 2, '07, MIA @ IND",20,6,328,5993,758,2056,442,1232,156,192,75,703,243,120,48,177,478,2114,.369,.359,.813,18.3,6.4,2.1,0.7,0.4,0.1
2007-2008,12,Javaris Crittenton,"Nov 2, '07, LAL @ PHO",20,2,113,1853,229,518,12,52,125,196,84,276,201,59,8,137,148,595,.442,.231,.638,16.4,5.3,2.4,1.8,0.5,0.1
2007-2008,13,Jermareo Davidson,"Nov 6, '07, CHA vs. PHO",23,2,52,433,68,160,0,0,26,45,31,96,14,9,18,22,58,162,.425,,.578,8.3,3.1,1.8,0.3,0.2,0.3
2007-2008,14,Glen Davis,"Nov 2, '07, BOS vs. WAS",22,8,514,10865,1614,3611,10,55,873,1247,731,2236,457,357,173,528,1238,4111,.447,.182,.700,21.1,8.0,4.4,0.9,0.7,0.3
2007-2008,15,Guillermo Díaz,"Jan 15, '08, LAC vs. PHO",22,1,6,18,1,4,0,1,3,5,2,2,1,0,0,0,0,5,.250,.000,.600,3.0,0.8,0.3,0.2,0.0,0.0
2007-2008,16,Jared Dudley,"Nov 2, '07, CHA vs. MIL",22,14,904,20117,2408,5197,883,2247,934,1276,805,2849,1394,710,167,763,1636,6633,.463,.393,.732,22.3,7.3,3.2,1.5,0.8,0.2
2007-2008,17,Kevin Durant,"Oct 31, '07, SEA @ DEN",19,17,1075,39470,10078,20116,2068,5331,7065,7997,720,7544,4693,1132,1216,3408,2057,29289,.501,.388,.883,36.7,27.2,7.0,4.4,1.1,1.1
2007-2008,18,Nick Fazekas,"Nov 3, '07, DAL vs. SAC",22,1,26,269,46,82,0,2,15,22,34,89,11,8,11,13,25,107,.561,.000,.682,10.3,4.1,3.4,0.4,0.3,0.4
2007-2008,19,Kyrylo Fesenko,"Nov 30, '07, UTA vs. LAL",21,5,135,1107,125,252,0,2,55,134,97,269,40,19,53,66,224,305,.496,.000,.410,8.2,2.3,2.0,0.3,0.1,0.4
2007-2008,20,Thomas Gardner,"Nov 15, '07, CHI @ PHO",22,2,20,143,18,59,7,35,2,6,3,11,3,4,1,7,8,45,.305,.200,.333,7.2,2.3,0.6,0.2,0.2,0.1
2007-2008,21,Marcin Gortat,"Mar 1, '08, ORL vs. NYK",23,12,806,20691,3401,6168,3,20,1146,1686,1759,6407,915,383,885,958,1775,7951,.551,.150,.680,25.7,9.9,7.9,1.1,0.5,1.1
2007-2008,22,Aaron Gray,"Nov 2, '07, CHI vs. PHI",23,7,318,3851,440,864,0,3,186,331,431,1190,207,94,87,265,678,1066,.509,.000,.562,12.1,3.4,3.7,0.7,0.3,0.3
2007-2008,23,Jeff Green,"Oct 31, '07, SEA @ DEN",21,17,1192,32901,5149,11448,1175,3485,2785,3464,992,4828,1765,755,587,1575,2472,14258,.450,.337,.804,27.6,12.0,4.1,1.5,0.6,0.5
2007-2008,24,Taurean Green,"Nov 2, '07, POR @ NOH",21,1,17,74,7,25,2,11,11,12,0,10,11,2,0,9,5,27,.280,.182,.917,4.4,1.6,0.6,0.6,0.1,0.0
2007-2008,25,Mike Harris,"Mar 10, '08, HOU vs. NJN",24,4,54,496,70,151,0,5,43,55,51,116,12,27,12,30,68,183,.464,.000,.782,9.2,3.4,2.1,0.2,0.5,0.2
2007-2008,26,Spencer Hawes,"Nov 10, '07, SAC vs. MIN",19,10,684,15541,2451,5363,359,1026,671,937,991,3893,1271,264,652,971,1709,5932,.457,.350,.716,22.7,8.7,5.7,1.9,0.4,1.0
2007-2008,27,Al Horford,"Nov 2, '07, ATL vs. DAL",21,18,1097,34791,5931,11576,903,2376,1577,2072,2106,8675,3545,844,1266,1542,2366,14342,.512,.380,.761,31.7,13.1,7.9,3.2,0.8,1.2
2007-2008,28,Yi Jianlian,"Oct 31, '07, MIL @ ORL",20,5,272,6038,813,2012,75,225,447,573,379,1339,192,136,184,302,618,2148,.404,.333,.780,22.2,7.9,4.9,0.7,0.5,0.7
2007-2008,29,Coby Karl,"Oct 30, '07, LAL vs. HOU",24,2,24,184,20,58,6,24,12,16,7,32,24,7,3,15,18,58,.345,.250,.750,7.7,2.4,1.3,1.0,0.3,0.1
2007-2008,30,Carl Landry,"Nov 24, '07, HOU vs. DEN",24,9,513,11524,2086,3898,9,30,1360,1732,994,2533,355,216,203,603,1208,5541,.535,.300,.785,22.5,10.8,4.9,0.7,0.4,0.4
2007-2008,31,Keith Langford,"Dec 28, '07, SAS vs. TOR",24,1,2,10,1,4,0,0,0,0,0,2,0,0,0,0,1,2,.250,,,5.0,1.0,1.0,0.0,0.0,0.0
2007-2008,32,Stéphane Lasme,"Nov 8, '07, GSW vs. DAL",25,1,16,303,32,71,0,0,19,32,26,53,3,13,22,15,35,83,.451,,.594,18.9,5.2,3.3,0.2,0.8,1.4
2007-2008,33,Acie Law,"Nov 2, '07, ATL vs. DAL",23,4,188,2385,263,637,27,115,172,221,33,195,309,83,4,145,193,725,.413,.235,.778,12.7,3.9,1.0,1.6,0.4,0.0
2007-2008,34,Ian Mahinmi,"Oct 30, '07, SAS vs. POR",21,12,618,10353,1201,2254,8,50,799,1305,937,2705,357,357,443,601,1635,3209,.533,.160,.612,16.8,5.2,4.4,0.6,0.6,0.7
2007-2008,35,Dominic McGuire,"Oct 31, '07, WAS @ IND",22,6,342,5348,388,927,3,16,160,243,344,1169,422,154,184,242,501,939,.419,.188,.658,15.6,2.7,3.4,1.2,0.5,0.5
2007-2008,36,Josh McRoberts,"Nov 19, '07, POR @ CHA",20,11,433,8271,914,1972,196,576,309,438,468,1686,901,222,194,381,817,2333,.463,.340,.705,19.1,5.4,3.9,2.1,0.5,0.4
2007-2008,37,Jamario Moon,"Nov 6, '07, TOR @ MIL",27,5,286,6451,723,1568,177,538,184,229,201,1227,291,229,236,147,424,1807,.461,.329,.803,22.6,6.3,4.3,1.0,0.8,0.8
2007-2008,38,Juan Carlos Navarro,"Oct 31, '07, MEM vs. SAS",27,1,82,2117,308,766,156,432,124,146,34,210,177,48,1,134,94,896,.402,.361,.849,25.8,10.9,2.6,2.2,0.6,0.0
2007-2008,39,Demetris Nichols,"Nov 28, '07, CLE @ DET",23,2,18,58,9,32,3,15,1,2,0,7,2,0,4,4,5,22,.281,.200,.500,3.2,1.2,0.4,0.1,0.0,0.2
2007-2008,40,Joakim Noah,"Nov 6, '07, CHI vs. LAC",22,13,672,18646,2248,4574,0,16,1385,1979,2141,6058,1907,534,874,1133,1874,5881,.491,.000,.700,27.7,8.8,9.0,2.8,0.8,1.3
2007-2008,41,Oleksiy Pecherov,"Jan 11, '08, WAS @ ATL",22,3,111,1044,160,414,45,155,73,92,88,266,20,21,22,59,119,438,.386,.290,.793,9.4,3.9,2.4,0.2,0.2,0.2
2007-2008,42,Kosta Perović,"Jan 19, '08, GSW @ MIL",22,1,7,38,3,10,0,0,4,6,6,13,1,0,2,1,6,10,.300,,.667,5.4,1.4,1.9,0.1,0.0,0.3
2007-2008,43,Kasib Powell,"Mar 22, '08, MIA @ CHA",26,1,11,304,35,95,8,33,6,9,8,44,18,9,2,5,18,84,.368,.242,.667,27.6,7.6,4.0,1.6,0.8,0.2
2007-2008,44,Gabe Pruitt,"Nov 9, '07, BOS vs. ATL",21,2,62,461,45,140,17,60,18,23,10,51,52,20,3,24,44,125,.321,.283,.783,7.4,2.0,0.8,0.8,0.3,0.0
2007-2008,45,Chris Richard,"Nov 6, '07, MIN vs. ORL",23,2,70,780,56,116,0,0,23,38,71,194,25,18,16,38,133,135,.483,,.605,11.1,1.9,2.8,0.4,0.3,0.2
2007-2008,46,Cheikh Samb,"Nov 16, '07, DET @ LAL",23,2,22,114,9,36,0,3,4,9,13,31,1,4,12,4,15,22,.250,.000,.444,5.2,1.0,1.4,0.0,0.2,0.5
2007-2008,47,Luis Scola,"Oct 30, '07, HOU @ LAL",27,10,743,19001,3669,7442,92,271,1452,1961,1335,4941,1194,474,224,1121,2037,8882,.493,.339,.740,25.6,12.0,6.7,1.6,0.6,0.3
2007-2008,48,Ramon Sessions,"Mar 9, '08, MIL vs. PHI",21,11,691,16119,2406,5539,208,658,2121,2681,339,1840,2807,472,52,1173,942,7141,.434,.316,.791,23.3,10.3,2.7,4.1,0.7,0.1
2007-2008,49,Courtney Sims,"Oct 31, '07, IND vs. WAS",24,2,5,24,3,7,0,0,0,0,3,6,1,0,0,1,3,6,.429,,,4.8,1.2,1.2,0.2,0.0,0.0
2007-2008,50,Jason Smith,"Oct 31, '07, PHI @ TOR",21,11,616,10029,1572,3360,84,252,549,701,656,2075,453,208,408,507,1337,3777,.468,.333,.783,16.3,6.1,3.4,0.7,0.3,0.7
2007-2008,51,D.J. Strawberry,"Nov 2, '07, PHO vs. LAL",22,1,33,270,29,92,6,25,9,19,9,28,30,12,6,11,36,73,.315,.240,.474,8.2,2.2,0.8,0.9,0.4,0.2
2007-2008,52,Rodney Stuckey,"Dec 21, '07, DET vs. MEM",21,10,651,17890,2904,6870,276,921,2101,2551,419,1912,2333,568,94,1181,1346,8185,.423,.300,.824,27.5,12.6,2.9,3.6,0.9,0.1
2007-2008,53,Al Thornton,"Nov 2, '07, LAC vs. GSW",24,4,296,8274,1368,3029,78,266,713,954,392,1233,353,185,152,424,771,3527,.452,.293,.747,28.0,11.9,4.2,1.2,0.6,0.5
2007-2008,54,Alando Tucker,"Nov 6, '07, PHO @ CHA",23,3,51,426,77,182,10,34,47,60,29,49,16,5,2,19,22,211,.423,.294,.783,8.4,4.1,1.0,0.3,0.1,0.0
2007-2008,55,Darius Washington,"Oct 30, '07, SAS vs. POR",22,1,18,146,21,48,4,12,7,13,4,20,15,5,0,14,16,53,.438,.333,.538,8.1,2.9,1.1,0.8,0.3,0.0
2007-2008,56,Darryl Watkins,"Oct 31, '07, SAC @ NOH",23,2,14,169,12,29,0,0,11,23,13,39,3,7,6,15,22,35,.414,,.478,12.1,2.5,2.8,0.2,0.5,0.4
