season,rank,player,age,yrs,g,mp,fg,fga,3p,3pa,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,fg%,3p%,ft%,mp_(per_game),pts_(per_game),trb_(per_game),ast_(per_game),stl_(per_game),blk_(per_game),debut_date,debut_match
2000-2001,65,David Vanterpool,27,1,22,411,46,110,0,6,30,50,15,37,66,23,3,37,44,122,0.418,0.0,0.6,18.7,5.5,1.7,3.0,1.0,0.1,2001-03-07,WAS @ CLE
2000-2001,66,Jake Voskuhl,23,9,450,6443,673,1381,1,3,467,654,562,1539,237,148,166,340,1166,1814,0.487,0.333,0.714,14.3,4.0,3.4,0.5,0.3,0.4,2000-11-11, CHI vs. TOR
2000-2001,67,Rubén Wolkowyski,27,2,41,329,27,83,0,3,26,38,12,47,4,6,18,13,41,80,0.325,0.0,0.684,8.0,2.0,1.1,0.1,0.1,0.4,2000-10-31, SEA @ VAN
2000-2001,68,Wang Zhizhi,23,5,137,1256,213,511,70,182,108,147,56,231,39,25,35,68,155,604,0.417,0.385,0.735,9.2,4.4,1.7,0.3,0.2,0.3,2001-04-05,DAL vs. ATL
2001-2002,1,Malik Allen,23,10,478,7262,1039,2365,3,16,253,325,466,1353,228,130,220,320,897,2334,0.439,0.188,0.778,15.2,4.9,2.8,0.5,0.3,0.5,2001-11-30, MIA vs. WAS
2001-2002,2,Chris Andersen,23,15,695,12273,1336,2512,15,68,1068,1632,1176,3493,337,312,991,513,1342,3755,0.532,0.221,0.654,17.7,5.4,5.0,0.5,0.4,1.4,2001-11-23, DEN @ POR
2001-2002,3,Gilbert Arenas,20,11,552,19351,3722,8850,1079,3077,2879,3584,444,2168,2909,884,134,1744,1683,11402,0.421,0.351,0.803,35.1,20.7,3.9,5.3,1.6,0.2,2001-11-04,GSW vs. POR
2001-2002,4,Brandon Armstrong,21,3,108,699,101,287,25,75,12,20,22,63,24,22,4,37,83,239,0.352,0.333,0.6,6.5,2.2,0.6,0.2,0.2,0.0,2001-11-02,NJN @ DET
2001-2002,5,Carlos Arroyo,22,9,569,10651,1431,3269,137,405,771,956,210,965,1761,290,26,680,874,3770,0.438,0.338,0.806,18.7,6.6,1.7,3.1,0.5,0.0,2001-10-30, TOR @ ORL
2001-2002,6,Mengke Bateer,26,3,46,494,61,156,5,15,29,39,39,114,27,11,5,40,118,156,0.391,0.333,0.744,10.7,3.4,2.5,0.6,0.2,0.1,2002-02-27, DEN @ GSW
2001-2002,7,Shane Battier,23,13,977,30004,2982,6819,1250,3254,1194,1606,1273,4082,1717,988,906,878,2208,8408,0.437,0.384,0.743,30.7,8.6,4.2,1.8,1.0,0.9,2001-11-01,MEM vs. DET
2001-2002,8,Charlie Bell,22,7,376,9368,1192,2891,438,1213,382,497,180,814,857,303,31,362,750,3204,0.412,0.361,0.769,24.9,8.5,2.2,2.3,0.8,0.1,2001-10-30, PHO vs. DEN
2001-2002,9,Ruben Boumtje-Boumtje,23,3,44,276,14,38,0,0,15,27,22,57,6,4,17,14,40,43,0.368,,0.556,6.3,1.0,1.3,0.1,0.1,0.4,2001-10-30, POR @ LAL
2001-2002,10,Michael Bradley,22,5,173,2016,218,457,2,14,45,88,223,591,93,25,47,113,200,483,0.477,0.143,0.511,11.7,2.8,3.4,0.5,0.1,0.3,2001-10-30, TOR @ ORL
2001-2002,11,Jamison Brewer,21,4,54,468,35,94,8,32,11,28,15,50,56,19,2,32,34,89,0.372,0.25,0.393,8.7,1.6,0.9,1.0,0.4,0.0,2001-11-20, IND vs. ATL
2001-2002,12,Primož Brezec,22,8,342,6192,1012,2034,1,6,427,609,563,1327,179,69,134,274,730,2452,0.498,0.167,0.701,18.1,7.2,3.9,0.5,0.2,0.4,2001-11-04,IND @ TOR
2001-2002,13,Damone Brown,22,4,39,351,43,128,4,14,18,27,18,52,19,5,7,31,44,108,0.336,0.286,0.667,9.0,2.8,1.3,0.5,0.1,0.2,2001-10-30, PHI @ MIN
2001-2002,14,Ernest Brown,22,1,3,21,1,6,0,0,1,4,1,6,0,0,1,3,4,3,0.167,,0.25,7.0,1.0,2.0,0.0,0.0,0.3,2001-11-15, MIA @ NYK
2001-2002,15,Kedrick Brown,20,4,143,1935,203,501,46,168,57,89,98,347,103,85,28,64,170,509,0.405,0.274,0.64,13.5,3.6,2.4,0.7,0.6,0.2,2001-10-30, BOS @ CLE
2001-2002,16,Kwame Brown,19,12,607,13389,1518,3088,1,9,998,1750,1085,3333,554,324,376,771,1385,4035,0.492,0.111,0.57,22.1,6.6,5.5,0.9,0.5,0.6,2001-10-30, WAS @ NYK
2001-2002,17,Tierre Brown,22,4,134,1654,202,526,30,85,93,121,41,166,266,64,4,143,95,527,0.384,0.353,0.769,12.3,3.9,1.2,2.0,0.5,0.0,2001-11-09,HOU @ DEN
2001-2002,18,Tyson Chandler,19,19,1160,31617,3558,5964,0,11,2393,3714,3529,10467,967,630,1335,1656,3268,9509,0.597,0.0,0.644,27.3,8.2,9.0,0.8,0.5,1.2,2001-10-31, CHI vs. IND
2001-2002,19,Speedy Claxton,23,7,334,8548,1126,2753,42,218,802,1053,194,830,1441,503,40,580,827,3096,0.409,0.193,0.762,25.6,9.3,2.5,4.3,1.5,0.1,2001-10-30, PHI @ MIN
2001-2002,20,Jarron Collins,23,10,542,8542,682,1500,0,5,731,1046,645,1579,419,138,98,334,1316,2095,0.455,0.0,0.699,15.8,3.9,2.9,0.8,0.3,0.2,2001-11-23, UTA vs. LAC
2001-2002,21,Jason Collins,23,13,735,14974,918,2234,7,34,778,1202,915,2706,626,368,359,605,2056,2621,0.411,0.206,0.647,20.4,3.6,3.7,0.9,0.5,0.5,2001-10-31, NJN @ BOS
2001-2002,22,Joe Crispin,22,1,21,156,26,68,15,39,12,13,2,11,26,5,0,10,10,79,0.382,0.385,0.923,7.4,3.8,0.5,1.2,0.2,0.0,2001-11-11, LAL vs. ORL
2001-2002,23,Eddy Curry,19,11,527,13109,2578,4734,2,2,1662,2588,947,2725,287,155,384,1174,1562,6820,0.545,1.0,0.642,24.9,12.9,5.2,0.5,0.3,0.7,2001-10-31, CHI vs. IND
2001-2002,24,Samuel Dalembert,20,13,886,21646,2810,5393,1,12,1193,1689,2289,6942,465,437,1546,1271,2601,6814,0.521,0.083,0.706,24.4,7.7,7.8,0.5,0.5,1.7,2001-12-04,PHI @ SAC
2001-2002,25,DeSagana Diop,20,12,601,8403,503,1177,1,6,178,381,834,2219,270,227,630,355,1219,1185,0.427,0.167,0.467,14.0,2.0,3.7,0.4,0.4,1.0,2001-10-30, CLE vs. BOS
2001-2002,26,Predrag Drobnjak,26,4,278,5542,903,2125,66,194,315,394,313,973,225,132,117,242,512,2187,0.425,0.34,0.799,19.9,7.9,3.5,0.8,0.5,0.4,2001-11-20, SEA @ DAL
2001-2002,27,Maurice Evans,23,9,562,10918,1429,3231,426,1172,463,590,559,1384,420,294,88,278,956,3747,0.442,0.363,0.785,19.4,6.7,2.5,0.7,0.5,0.2,2001-12-19, MIN @ NJN
2001-2002,28,Isaac Fontaine,26,1,6,75,3,14,1,5,4,6,0,5,4,0,0,4,6,11,0.214,0.2,0.667,12.5,1.8,0.8,0.7,0.0,0.0,2002-03-03,MEM vs. SEA
2001-2002,29,Alton Ford,20,3,73,524,70,138,0,0,46,66,35,124,11,6,8,37,115,186,0.507,,0.697,7.2,2.5,1.7,0.2,0.1,0.1,2001-10-30, PHO vs. DEN
2001-2002,30,Joseph Forte,20,2,25,125,11,47,0,6,8,10,5,17,17,6,0,13,7,30,0.234,0.0,0.8,5.0,1.2,0.7,0.7,0.2,0.0,2001-10-30, BOS @ CLE
2001-2002,31,Antonis Fotsis,20,1,28,320,42,104,7,23,17,20,25,62,10,9,11,21,22,108,0.404,0.304,0.85,11.4,3.9,2.2,0.4,0.3,0.4,2001-11-09,MEM @ LAL
2001-2002,32,Tremaine Fowlkes,25,4,103,1233,105,257,4,20,87,110,94,228,54,47,6,50,146,301,0.409,0.2,0.791,12.0,2.9,2.2,0.5,0.5,0.1,2002-02-23, LAC @ IND
2001-2002,33,Pau Gasol*,21,18,1226,41001,7980,15729,179,486,4755,6311,3085,11305,3925,606,1941,2638,2632,20894,0.507,0.368,0.753,33.4,17.0,9.2,3.2,0.5,1.6,2001-11-01,MEM vs. DET
2001-2002,34,Eddie Griffin,19,5,303,6729,854,2263,237,752,226,337,497,1744,236,105,518,227,506,2171,0.377,0.315,0.671,22.2,7.2,5.8,0.8,0.3,1.7,2001-10-30, HOU vs. ATL
2001-2002,35,Tang Hamilton,23,1,9,98,10,19,0,1,0,1,6,18,5,4,0,2,10,20,0.526,0.0,0.0,10.9,2.2,2.0,0.6,0.4,0.0,2001-11-03,MIA @ ATL
2001-2002,36,Trenton Hassell,22,9,644,16278,1549,3480,95,299,548,716,541,1826,1132,282,272,597,1399,3741,0.445,0.318,0.765,25.3,5.8,2.8,1.8,0.4,0.4,2001-10-31, CHI vs. IND
2001-2002,37,Kirk Haston,22,2,27,134,13,56,0,6,6,12,5,27,8,0,6,10,19,32,0.232,0.0,0.5,5.0,1.2,1.0,0.3,0.0,0.2,2001-12-07,CHH @ GSW
2001-2002,38,Brendan Haywood,22,13,816,18680,2110,3999,0,4,1318,2246,2081,4875,442,320,1109,851,2043,5538,0.528,0.0,0.587,22.9,6.8,6.0,0.5,0.4,1.4,2001-11-27, WAS @ CLE
2001-2002,39,Steven Hunter,20,8,400,5993,735,1313,0,1,347,715,482,1264,79,49,422,249,656,1817,0.56,0.0,0.485,15.0,4.5,3.2,0.2,0.1,1.1,2001-10-30, ORL vs. TOR
2001-2002,40,Mike James,26,12,595,14364,2139,5132,687,1813,898,1120,212,1324,2075,458,38,895,1201,5863,0.417,0.379,0.802,24.1,9.9,2.2,3.5,0.8,0.1,2001-12-23, MIA @ TOR
2001-2002,41,Richard Jefferson,21,17,1181,34293,5150,11102,1042,2769,3562,4639,917,4720,2412,787,347,1768,2637,14904,0.464,0.376,0.768,29.0,12.6,4.0,2.0,0.7,0.3,2001-10-30, NJN vs. IND
2001-2002,42,Joe Johnson,20,18,1277,44236,7823,17720,1978,5331,2783,3468,1067,5059,5001,1071,260,2451,2252,20407,0.441,0.371,0.802,34.6,16.0,4.0,3.9,0.8,0.2,2001-10-30, BOS @ CLE
2001-2002,43,Alvin Jones,23,1,23,126,8,20,0,0,10,20,13,36,3,3,9,11,35,26,0.4,,0.5,5.5,1.1,1.6,0.1,0.1,0.4,2001-11-13, PHI @ MIA
2001-2002,44,Andrei Kirilenko,20,13,797,23916,3146,6637,367,1185,2772,3675,1400,4352,2169,1097,1461,1518,1605,9431,0.474,0.31,0.754,30.0,11.8,5.5,2.7,1.4,1.8,2001-10-30, UTA vs. MIL
2001-2002,45,Terence Morris,23,3,139,1934,209,514,22,112,32,45,123,377,93,35,49,81,126,472,0.407,0.196,0.711,13.9,3.4,2.7,0.7,0.3,0.4,2001-11-01,HOU vs. LAC
2001-2002,46,Troy Murphy,21,12,729,19921,2848,6400,613,1578,1551,1977,1373,5708,1088,478,294,886,1890,7860,0.445,0.388,0.785,27.3,10.8,7.8,1.5,0.7,0.4,2001-10-31, GSW @ POR
2001-2002,47,Dean Oliver,23,2,35,232,24,75,3,19,13,17,8,24,44,10,0,21,25,64,0.32,0.158,0.765,6.6,1.8,0.7,1.3,0.3,0.0,2002-01-14, GSW vs. MIA
2001-2002,48,Tony Parker*,19,18,1254,38279,7777,15830,519,1603,3400,4525,441,3396,7036,1053,98,2865,2059,19473,0.491,0.324,0.751,30.5,15.5,2.7,5.6,0.8,0.1,2001-10-30, SAS vs. LAC
2001-2002,49,Vladimir Radmanović,21,12,737,16164,2148,5177,971,2567,612,807,654,2784,998,537,263,837,1552,5879,0.415,0.378,0.758,21.9,8.0,3.8,1.4,0.7,0.4,2001-10-30, SEA @ SAC
2001-2002,50,Zach Randolph,20,17,1116,34616,7436,15774,199,729,3507,4592,3279,10208,2049,834,301,2290,2629,18578,0.471,0.273,0.764,31.0,16.6,9.1,1.8,0.7,0.3,2001-10-30, POR @ LAL
2001-2002,51,Željko Rebrača,29,5,215,3280,488,926,0,0,300,379,196,688,88,57,160,203,512,1276,0.527,,0.792,15.3,5.9,3.2,0.4,0.3,0.7,2001-10-30, DET @ DAL
2001-2002,52,Jason Richardson,21,13,857,29241,5558,12681,1608,4344,1920,2714,1033,4245,2284,995,367,1503,1963,14644,0.438,0.37,0.707,34.1,17.1,5.0,2.7,1.2,0.4,2001-10-31, GSW @ POR
2001-2002,53,Norm Richardson,22,1,11,67,10,26,4,8,6,9,3,8,2,0,0,3,5,30,0.385,0.5,0.667,6.1,2.7,0.7,0.2,0.0,0.0,2002-02-03,IND @ WAS
2001-2002,54,Jeryl Sasser,22,2,82,1061,67,221,13,44,57,83,67,191,67,48,12,41,94,204,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.6,0.1,2001-12-22, ORL @ DAL
2001-2002,55,Kenny Satterfield,20,2,75,1062,128,382,12,55,53,71,33,95,176,51,3,96,79,321,0.335,0.218,0.746,14.2,4.3,1.3,2.3,0.7,0.0,2001-12-05,DEN @ BOS
2001-2002,56,Brian Scalabrine,23,11,520,6772,590,1512,180,523,234,299,275,1034,436,157,121,341,819,1594,0.39,0.344,0.783,13.0,3.1,2.0,0.8,0.3,0.2,2002-01-31, NJN vs. MIL
2001-2002,57,Ansu Sesay,25,4,127,1301,161,371,8,29,71,111,102,223,62,38,30,58,162,401,0.434,0.276,0.64,10.2,3.2,1.8,0.5,0.3,0.2,2002-03-30, SEA @ POR
2001-2002,58,Bobby Simmons,21,10,466,11513,1551,3552,378,955,709,862,559,1791,710,396,83,522,1153,4189,0.437,0.396,0.823,24.7,9.0,3.8,1.5,0.8,0.2,2001-11-01,WAS @ ATL
2001-2002,59,Leon Smith,21,2,15,104,11,28,0,0,11,17,11,33,3,5,1,3,13,33,0.393,,0.647,6.9,2.2,2.2,0.2,0.3,0.1,2002-01-17, ATL vs. CHI
2001-2002,60,Will Solomon,23,2,115,1584,218,576,74,248,74,107,24,132,225,62,11,116,147,584,0.378,0.298,0.692,13.8,5.1,1.1,2.0,0.5,0.1,2001-11-02,MEM @ MIN
2001-2002,61,Etan Thomas,23,9,409,7084,890,1734,0,0,561,930,677,1927,149,128,427,385,889,2341,0.513,,0.603,17.3,5.7,4.7,0.4,0.3,1.0,2001-11-01,WAS @ ATL
2001-2002,62,Jamaal Tinsley,23,11,547,14443,1759,4481,397,1326,737,1029,345,1605,3330,776,155,1375,1306,4652,0.393,0.299,0.716,26.4,8.5,2.9,6.1,1.4,0.3,2001-10-30, IND @ NJN
2001-2002,63,Óscar Torres,25,2,82,1184,151,377,44,139,96,125,50,134,43,29,11,57,73,442,0.401,0.317,0.768,14.4,5.4,1.6,0.5,0.4,0.1,2001-10-30, HOU vs. ATL
2001-2002,64,Jeff Trepagnier,22,3,31,270,34,101,6,13,14,20,17,43,22,19,4,25,20,88,0.337,0.462,0.7,8.7,2.8,1.4,0.7,0.6,0.1,2001-11-07,CLE @ NYK
2001-2002,65,Ratko Varda,22,1,1,6,2,3,0,0,1,1,0,1,0,0,0,1,3,5,0.667,,1.0,6.0,5.0,1.0,0.0,0.0,0.0,2002-02-12, DET vs. PHO
2001-2002,66,Gerald Wallace,19,14,832,24731,3516,7492,407,1303,2494,3517,1145,4838,1725,1200,681,1486,1829,9933,0.469,0.312,0.709,29.7,11.9,5.8,2.1,1.4,0.8,2001-10-30, SAC vs. SEA
2001-2002,67,Earl Watson,22,13,878,19494,2112,5139,502,1551,867,1233,462,1985,3871,873,176,1548,1755,5593,0.411,0.324,0.703,22.2,6.4,2.3,4.4,1.0,0.2,2001-10-30, SEA @ SAC
2001-2002,68,Rodney White,21,4,218,3354,617,1455,91,290,215,287,113,485,237,118,65,285,309,1540,0.424,0.314,0.749,15.4,7.1,2.2,1.1,0.5,0.3,2001-11-01,DET @ MEM
2001-2002,69,Loren Woods,23,6,215,2428,208,496,1,7,138,215,263,682,74,55,128,138,278,555,0.419,0.143,0.642,11.3,2.6,3.2,0.3,0.3,0.6,2001-10-30, MIN vs. PHI
2002-2003,1,Robert Archibald,22,2,44,328,15,53,0,0,21,49,27,69,16,14,6,17,59,51,0.283,,0.429,7.5,1.2,1.6,0.4,0.3,0.1,2002-11-09,MEM @ DEN
2002-2003,2,Maceo Baston,27,4,105,831,106,172,3,8,71,96,56,175,26,24,43,54,140,286,0.616,0.375,0.74,7.9,2.7,1.7,0.2,0.2,0.4,2003-02-12, TOR vs. ATL
2002-2003,3,Mike Batiste,25,1,75,1248,197,467,18,81,69,88,82,257,52,42,16,69,120,481,0.422,0.222,0.784,16.6,6.4,3.4,0.7,0.6,0.2,2002-11-01,MEM @ DET
2002-2003,4,Lonny Baxter,24,4,162,1884,247,530,1,5,142,216,178,477,40,37,59,108,324,637,0.466,0.2,0.657,11.6,3.9,2.9,0.2,0.2,0.4,2002-11-01,CHI vs. NOH
2002-2003,5,Carlos Boozer,21,13,861,26901,5847,11221,1,14,2281,3158,2037,8192,1928,765,346,1824,2612,13976,0.521,0.071,0.722,31.2,16.2,9.5,2.2,0.9,0.4,2002-10-29, CLE @ SAC
2002-2003,6,J.R. Bremer,22,2,100,1946,214,622,120,360,98,131,27,181,215,56,7,83,112,646,0.344,0.333,0.748,19.5,6.5,1.8,2.2,0.6,0.1,2002-10-31, BOS @ WAS
2002-2003,7,Devin Brown,24,8,465,9022,1174,2927,300,888,704,907,336,1288,679,263,58,505,747,3352,0.401,0.338,0.776,19.4,7.2,2.8,1.5,0.6,0.1,2002-11-04,SAS @ MEM
2002-2003,8,Pat Burke,29,3,127,1293,199,488,9,36,61,92,90,266,44,28,40,87,180,468,0.408,0.25,0.663,10.2,3.7,2.1,0.3,0.2,0.3,2002-10-29, ORL vs. PHI
2002-2003,9,Caron Butler,22,14,881,28333,4596,10592,746,2144,2492,2942,1103,4387,2007,1163,216,1594,2129,12430,0.434,0.348,0.847,32.2,14.1,5.0,2.3,1.3,0.2,2002-10-30, MIA vs. ORL
2002-2003,10,Rasual Butler,23,13,809,17219,2293,5686,911,2520,595,796,297,1934,658,288,408,528,1132,6092,0.403,0.362,0.747,21.3,7.5,2.4,0.8,0.4,0.5,2002-10-30, MIA vs. ORL
2002-2003,11,Dan Dickau,24,6,300,4617,608,1517,179,525,350,421,75,405,752,164,11,324,514,1745,0.401,0.341,0.831,15.4,5.8,1.4,2.5,0.5,0.0,2002-10-30, ATL @ NJN
2002-2003,12,Juan Dixon,24,7,436,8509,1400,3393,331,972,547,657,155,816,775,341,34,552,733,3678,0.413,0.341,0.833,19.5,8.4,1.9,1.8,0.8,0.1,2002-10-31, WAS vs. BOS
2002-2003,13,Mike Dunleavy,22,15,986,27340,3935,8926,1304,3460,1874,2333,698,4211,2185,719,324,1369,1986,11048,0.441,0.377,0.803,27.7,11.2,4.3,2.2,0.7,0.3,2002-10-30, GSW vs. SAS
2002-2003,14,Melvin Ely,24,9,375,6005,783,1702,0,3,426,682,448,1215,261,99,209,392,765,1992,0.46,0.0,0.625,16.0,5.3,3.2,0.7,0.3,0.6,2002-11-28, LAC vs. NJN
2002-2003,15,Reggie Evans,22,13,809,15572,1107,2379,1,11,1074,2036,1984,5765,458,566,115,897,1895,3289,0.465,0.091,0.528,19.2,4.1,7.1,0.6,0.7,0.1,2002-10-30, SEA vs. PHO
2002-2003,16,Dan Gadzuric,24,10,527,7793,1049,2100,0,8,367,737,910,2326,196,242,448,357,1250,2465,0.5,0.0,0.498,14.8,4.7,4.4,0.4,0.5,0.9,2002-10-30, MIL @ PHI
2002-2003,17,Manu Ginóbili*,25,16,1057,26859,4584,10262,1495,4055,3380,4089,685,3697,4001,1392,319,2116,2212,14043,0.447,0.369,0.827,25.4,13.3,3.5,3.8,1.3,0.3,2002-10-29, SAS @ LAL
2002-2003,18,Gordan Giriček,25,6,384,8824,1424,3225,289,786,533,648,167,941,584,222,47,517,749,3670,0.442,0.368,0.823,23.0,9.6,2.5,1.5,0.6,0.1,2002-10-30, MEM vs. DAL
2002-2003,19,Drew Gooden,21,14,790,20127,3432,7435,88,342,1701,2239,1878,5618,896,544,474,1158,1957,8653,0.462,0.257,0.76,25.5,11.0,7.1,1.1,0.7,0.6,2002-10-30, MEM vs. DAL
2002-2003,20,Marcus Haislip,22,4,89,854,125,286,7,20,54,82,51,131,16,15,34,39,100,311,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.2,0.4,2002-11-02,MIL vs. ORL
2002-2003,21,Adam Harrington,22,1,19,111,11,37,5,14,3,4,1,8,12,2,1,2,8,30,0.297,0.357,0.75,5.8,1.6,0.4,0.6,0.1,0.1,2002-11-11, DAL vs. POR
2002-2003,22,Junior Harrington,22,3,140,3096,290,782,20,73,133,193,69,381,428,126,25,250,401,733,0.371,0.274,0.689,22.1,5.2,2.7,3.1,0.9,0.2,2002-10-30, DEN @ MIN
2002-2003,23,Juaquin Hawkins,29,1,58,685,57,148,10,24,10,20,16,78,47,29,6,29,57,134,0.385,0.417,0.5,11.8,2.3,1.3,0.8,0.5,0.1,2002-10-30, HOU @ IND
2002-2003,24,Nenê,20,17,965,25237,4175,7621,7,53,2552,3864,1688,5828,1719,1041,721,1688,2934,10909,0.548,0.132,0.66,26.2,11.3,6.0,1.8,1.1,0.7,2002-10-30, DEN @ MIN
2002-2003,25,Nate Huffman,27,1,7,76,9,25,0,0,5,8,9,23,5,1,3,3,13,23,0.36,,0.625,10.9,3.3,3.3,0.7,0.1,0.4,2002-12-08,TOR vs. POR
2002-2003,26,Ryan Humphrey,23,3,85,772,78,227,0,3,41,76,86,189,18,20,19,48,113,197,0.344,0.0,0.539,9.1,2.3,2.2,0.2,0.2,0.2,2002-10-29, ORL vs. PHI
2002-2003,27,Casey Jacobsen,21,4,287,5320,476,1210,209,594,327,425,118,516,304,121,24,210,372,1488,0.393,0.352,0.769,18.5,5.2,1.8,1.1,0.4,0.1,2002-10-30, PHO @ SEA
2002-2003,28,Marko Jarić,24,7,447,11246,1190,2944,289,840,524,718,274,1200,1600,583,128,708,967,3193,0.404,0.344,0.73,25.2,7.1,2.7,3.6,1.3,0.3,2002-10-30, LAC vs. CLE
2002-2003,29,Chris Jefferies,22,2,72,861,102,266,35,96,42,63,21,88,29,23,23,64,92,281,0.383,0.365,0.667,12.0,3.9,1.2,0.4,0.3,0.3,2002-11-01,TOR @ SAS
2002-2003,30,Jared Jeffries,21,11,629,13579,1163,2728,73,292,604,1036,1166,2563,798,435,323,674,1529,3003,0.426,0.25,0.583,21.6,4.8,4.1,1.3,0.7,0.5,2002-10-30, WAS @ TOR
2002-2003,31,Ken Johnson,24,1,16,156,15,37,0,0,2,6,4,32,0,1,12,6,20,32,0.405,,0.333,9.8,2.0,2.0,0.0,0.1,0.8,2002-11-16, MIA @ WAS
2002-2003,32,Fred Jones,23,7,430,10299,1090,2651,346,979,680,841,157,958,990,336,115,511,831,3206,0.411,0.353,0.809,24.0,7.5,2.2,2.3,0.8,0.3,2002-10-30, IND vs. HOU
2002-2003,33,Sean Lampley,23,2,45,550,69,149,0,4,65,94,28,94,33,7,4,28,45,203,0.463,0.0,0.691,12.2,4.5,2.1,0.7,0.2,0.1,2002-12-04,MIA @ LAC
2002-2003,34,Tito Maddox,21,1,9,35,3,12,0,3,5,8,1,7,5,3,1,3,4,11,0.25,0.0,0.625,3.9,1.2,0.8,0.6,0.3,0.1,2002-11-29, HOU @ SEA
2002-2003,35,Roger Mason,22,10,518,9147,1196,2933,594,1549,303,350,78,897,677,189,75,370,709,3289,0.408,0.383,0.866,17.7,6.3,1.7,1.3,0.4,0.1,2003-02-21, CHI @ ORL
2002-2003,36,Yao Ming*,22,8,486,15818,3380,6445,2,10,2485,2984,1233,4494,769,189,920,1311,1596,9247,0.524,0.2,0.833,32.5,19.0,9.2,1.6,0.4,1.9,2002-10-30, HOU @ IND
2002-2003,37,Ronald Murray,23,8,487,11077,1806,4360,328,1079,877,1210,192,1006,1096,404,100,742,795,4817,0.414,0.304,0.725,22.7,9.9,2.1,2.3,0.8,0.2,2002-11-02,MIL vs. ORL
2002-2003,38,Boštjan Nachbar,22,6,317,5628,744,1834,325,867,439,560,126,836,283,135,84,280,698,2252,0.406,0.375,0.784,17.8,7.1,2.6,0.9,0.4,0.3,2002-10-30, HOU @ IND
2002-2003,39,Mehmet Okur,23,10,634,18429,3028,6615,596,1590,1909,2396,1261,4436,1089,329,453,991,1815,8561,0.458,0.375,0.797,29.1,13.5,7.0,1.7,0.5,0.7,2002-11-01,DET vs. MEM
2002-2003,40,Chris Owens,23,1,1,6,2,3,0,0,0,0,1,1,0,0,0,1,0,4,0.667,,,6.0,4.0,1.0,0.0,0.0,0.0,2003-04-15, MEM @ HOU
2002-2003,41,Jannero Pargo,23,11,499,7449,1228,3140,400,1124,319,369,112,701,986,250,28,560,648,3175,0.391,0.356,0.864,14.9,6.4,1.4,2.0,0.5,0.1,2002-10-29, LAL vs. SAS
2002-2003,42,Smush Parker,21,5,274,7069,908,2129,289,838,364,514,119,659,791,336,44,496,606,2469,0.426,0.345,0.708,25.8,9.0,2.4,2.9,1.2,0.2,2002-10-29, CLE @ SAC
2002-2003,43,Tayshaun Prince,22,14,1017,31576,4583,10082,569,1550,1537,2033,1125,4332,2406,571,500,1064,1251,11272,0.455,0.367,0.756,31.0,11.1,4.3,2.4,0.6,0.5,2002-10-30, DET vs. NYK
2002-2003,44,Igor Rakočević,24,1,42,244,22,58,5,12,29,36,4,17,33,4,0,23,25,78,0.379,0.417,0.806,5.8,1.9,0.4,0.8,0.1,0.0,2002-11-01,MIN vs. ORL
2002-2003,45,Efthimios Rentzias,27,1,35,144,20,59,4,8,8,9,10,26,7,6,2,4,21,52,0.339,0.5,0.889,4.1,1.5,0.7,0.2,0.2,0.1,2002-11-08,PHI vs. CLE
2002-2003,46,Antoine Rigaudeau,31,1,11,91,8,35,1,5,0,0,4,8,6,3,0,6,11,17,0.229,0.2,,8.3,1.5,0.7,0.5,0.3,0.0,2003-01-19, DAL @ SEA
2002-2003,47,Guy Rucker,25,1,3,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,1.3,0.0,0.3,0.3,0.0,0.0,2002-11-02,GSW @ UTA
2002-2003,48,Kareem Rush,22,7,346,5956,876,2189,288,805,173,246,104,572,353,150,74,298,459,2213,0.4,0.358,0.703,17.2,6.4,1.7,1.0,0.4,0.2,2002-10-29, LAL vs. SAS
2002-2003,49,John Salmons,23,13,895,23672,3007,6979,726,1986,1552,1942,435,2603,2183,756,239,1185,1667,8292,0.431,0.366,0.799,26.4,9.3,2.9,2.4,0.8,0.3,2002-10-29, PHI @ ORL
2002-2003,50,Jamal Sampson,19,5,72,631,53,108,0,1,36,67,80,242,26,9,32,33,91,142,0.491,0.0,0.537,8.8,2.0,3.4,0.4,0.1,0.4,2003-01-25, MIL vs. DEN
2002-2003,51,Predrag Savović,26,1,27,256,29,93,4,26,21,29,9,25,22,14,1,21,33,83,0.312,0.154,0.724,9.5,3.1,0.9,0.8,0.5,0.0,2002-11-20, DEN vs. UTA
2002-2003,52,Paul Shirley,25,3,18,121,15,38,0,1,3,7,9,19,7,1,1,10,12,33,0.395,0.0,0.429,6.7,1.8,1.1,0.4,0.1,0.1,2003-01-14, ATL @ MIL
2002-2003,53,Tamar Slay,22,3,66,517,73,202,13,49,14,26,24,70,31,26,4,39,71,173,0.361,0.265,0.538,7.8,2.6,1.1,0.5,0.4,0.1,2002-10-30, NJN vs. ATL
2002-2003,54,Amar'e Stoudemire,20,14,846,26254,5911,11009,30,127,4142,5444,2029,6632,1050,636,1054,1953,2685,15994,0.537,0.236,0.761,31.0,18.9,7.8,1.2,0.8,1.2,2002-10-30, PHO @ SEA
