Season,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Name
2021-22,23,DET,NBA,SF,19,5,383,41,90,.456,27,64,.422,14,26,.538,.606,12,14,.857,15,42,57,21,13,7,15,37,Isaiah Livers
2022-23,24,DET,NBA,PF,52,22,1199,120,288,.417,74,203,.365,46,85,.541,.545,32,39,.821,28,115,143,41,28,28,30,103,Isaiah Livers
2023-24,25,DET,NBA,PF,23,6,469,40,116,.345,22,77,.286,18,39,.462,.440,12,18,.667,15,33,48,25,13,5,16,43,Isaiah Livers
2023-24,20,MIL,NBA,SF,21,0,90,11,22,.500,1,5,.200,10,17,.588,.523,3,4,.750,3,18,21,5,2,0,5,15,Chris Livingston
2024-25,21,MIL,NBA,SF,3,0,6,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,1,2,1,1,0,1,0,Chris Livingston
2022-23,20,MEM,NBA,PF,24,1,176,49,93,.527,6,17,.353,43,76,.566,.559,16,27,.593,19,32,51,20,5,2,12,28,Kenneth Lofton Jr.
2023-24,21,3TM,NBA,PF,21,0,199,36,78,.462,7,24,.292,29,54,.537,.506,17,26,.654,12,26,38,33,6,5,14,24,Kenneth Lofton Jr.
2023-24,21,MEM,NBA,PF,15,0,99,14,37,.378,3,10,.300,11,27,.407,.419,8,15,.533,2,13,15,14,3,3,6,15,Kenneth Lofton Jr.
2023-24,21,PHI,NBA,PF,2,0,9,1,6,.167,0,2,.000,1,4,.250,.167,0,0,,0,3,3,0,0,0,2,0,Kenneth Lofton Jr.
2023-24,21,UTA,NBA,PF,4,0,91,21,35,.600,4,12,.333,17,23,.739,.657,9,11,.818,10,10,20,19,3,2,6,9,Kenneth Lofton Jr.
2015-16,19,GSW,NBA,PF,5,0,21,4,7,.571,1,2,.500,3,5,.600,.643,0,0,,4,6,10,0,0,0,1,2,Kevon Looney
2016-17,20,GSW,NBA,C,53,4,447,56,107,.523,2,9,.222,54,98,.551,.533,21,34,.618,44,80,124,29,15,17,17,64,Kevon Looney
2017-18,21,GSW,NBA,C,66,4,910,112,193,.580,1,5,.200,111,188,.590,.583,42,77,.545,83,132,215,42,34,56,31,106,Kevon Looney
2018-19,22,GSW,NBA,C,80,24,1481,217,347,.625,1,10,.100,216,337,.641,.627,65,105,.619,194,223,417,123,46,53,51,211,Kevon Looney
2019-20,23,GSW,NBA,C,20,4,262,29,79,.367,1,14,.071,28,65,.431,.373,9,12,.750,28,38,66,20,12,6,12,34,Kevon Looney
2020-21,24,GSW,NBA,C,61,34,1161,108,197,.548,4,17,.235,104,180,.578,.558,31,48,.646,117,205,322,119,21,22,37,136,Kevon Looney
2021-22,25,GSW,NBA,C,82,80,1732,208,364,.571,0,1,.000,208,363,.573,.571,75,125,.600,208,388,596,165,50,52,67,215,Kevon Looney
2022-23,26,GSW,NBA,C,82,70,1958,242,384,.630,0,1,.000,242,383,.632,.630,94,155,.606,274,486,760,207,52,50,45,225,Kevon Looney
2023-24,27,GSW,NBA,C,74,36,1195,139,233,.597,0,1,.000,139,232,.599,.597,56,83,.675,143,276,419,133,28,29,50,155,Kevon Looney
2024-25,28,GSW,NBA,C,28,5,442,59,112,.527,0,0,,59,112,.527,.527,18,41,.439,87,107,194,47,20,6,17,64,Kevon Looney
2008-09,20,NJN,NBA,C,82,75,2501,448,844,.531,0,2,.000,448,842,.532,.531,172,217,.793,225,440,665,86,44,151,147,257,Brook Lopez
2009-10,21,NJN,NBA,C,82,82,3027,563,1129,.499,0,2,.000,563,1127,.500,.499,416,509,.817,270,439,709,187,55,139,204,251,Brook Lopez
2010-11,22,NJN,NBA,C,82,82,2889,644,1309,.492,0,1,.000,644,1308,.492,.492,385,489,.787,197,291,488,129,47,120,176,240,Brook Lopez
2011-12,23,NJN,NBA,C,5,5,136,38,77,.494,0,0,,38,77,.494,.494,20,32,.625,8,10,18,6,1,4,6,8,Brook Lopez
2012-13,24,BRK,NBA,C,74,74,2253,570,1094,.521,0,1,.000,570,1093,.522,.521,297,392,.758,208,304,512,70,33,154,131,152,Brook Lopez
2013-14,25,BRK,NBA,C,17,17,533,129,229,.563,0,1,.000,129,228,.566,.563,94,115,.817,39,63,102,16,9,30,28,52,Brook Lopez
2014-15,26,BRK,NBA,C,72,44,2100,506,987,.513,1,10,.100,505,977,.517,.513,223,274,.814,214,321,535,50,43,126,104,206,Brook Lopez
2015-16,27,BRK,NBA,C,73,73,2457,591,1157,.511,2,14,.143,589,1143,.515,.512,317,403,.787,204,369,573,147,58,124,175,215,Brook Lopez
2016-17,28,BRK,NBA,C,75,75,2222,555,1172,.474,134,387,.346,421,785,.536,.531,295,364,.810,121,282,403,176,38,124,184,192,Brook Lopez
2017-18,29,LAL,NBA,C,74,72,1735,369,793,.465,112,325,.345,257,468,.549,.536,111,158,.703,74,220,294,126,30,98,98,195,Brook Lopez
2018-19,30,MIL,NBA,C,81,81,2322,355,786,.452,187,512,.365,168,274,.613,.571,112,133,.842,33,363,396,98,51,179,82,189,Brook Lopez
2019-20,31,MIL,NBA,C,68,67,1817,292,671,.435,102,325,.314,190,346,.549,.511,127,152,.836,58,254,312,99,46,163,70,163,Brook Lopez
2020-21,32,MIL,NBA,C,70,70,1902,322,640,.503,95,281,.338,227,359,.632,.577,120,142,.845,104,243,347,50,40,103,64,149,Brook Lopez
2021-22,33,MIL,NBA,C,13,11,298,61,131,.466,19,53,.358,42,78,.538,.538,20,23,.870,19,34,53,6,8,15,12,34,Brook Lopez
2022-23,34,MIL,NBA,C,78,78,2373,477,899,.531,136,364,.374,341,535,.637,.606,149,190,.784,157,363,520,99,37,193,107,203,Brook Lopez
2023-24,35,MIL,NBA,C,79,79,2411,366,755,.485,148,404,.366,218,351,.621,.583,110,134,.821,117,292,409,127,43,189,79,191,Brook Lopez
2024-25,36,MIL,NBA,C,29,29,942,131,267,.491,56,145,.386,75,122,.615,.596,28,38,.737,35,104,139,44,28,57,32,66,Brook Lopez
2008-09,20,PHO,NBA,C,60,7,614,71,137,.518,0,1,.000,71,136,.522,.518,47,68,.691,52,66,118,8,11,41,28,97,Robin Lopez
2009-10,21,PHO,NBA,C,51,31,986,171,291,.588,0,0,,171,291,.588,.588,88,125,.704,104,144,248,7,10,53,41,117,Robin Lopez
2010-11,22,PHO,NBA,C,67,56,991,179,357,.501,0,0,,179,357,.501,.501,74,100,.740,82,134,216,8,18,45,48,143,Robin Lopez
2011-12,23,PHO,NBA,C,64,0,895,124,269,.461,0,0,,124,269,.461,.461,100,140,.714,90,119,209,20,18,60,43,128,Robin Lopez
2012-13,24,NOH,NBA,C,82,82,2136,384,719,.534,0,0,,384,719,.534,.534,161,207,.778,226,236,462,64,32,128,110,167,Robin Lopez
2013-14,25,POR,NBA,C,82,82,2603,355,644,.551,0,1,.000,355,643,.552,.551,198,242,.818,326,374,700,73,25,139,84,196,Robin Lopez
2014-15,26,POR,NBA,C,59,59,1638,234,437,.535,0,1,.000,234,436,.537,.535,98,127,.772,190,204,394,55,16,84,73,122,Robin Lopez
2015-16,27,NYK,NBA,C,82,82,2219,357,662,.539,0,1,.000,357,661,.540,.539,128,161,.795,268,334,602,114,16,129,133,182,Robin Lopez
2016-17,28,CHI,NBA,C,81,81,2271,382,775,.493,0,2,.000,382,773,.494,.493,75,104,.721,244,276,520,80,18,117,91,151,Robin Lopez
2017-18,29,CHI,NBA,C,64,64,1690,342,645,.530,4,14,.286,338,631,.536,.533,68,90,.756,134,156,290,124,14,53,107,109,Robin Lopez
2018-19,30,CHI,NBA,C,74,36,1606,304,535,.568,7,31,.226,297,504,.589,.575,89,123,.724,140,146,286,89,11,78,96,124,Robin Lopez
2019-20,31,MIL,NBA,C,66,5,958,147,299,.492,35,105,.333,112,194,.577,.550,28,53,.528,56,105,161,45,10,45,63,96,Robin Lopez
2020-21,32,WAS,NBA,C,71,9,1354,269,425,.633,5,18,.278,264,407,.649,.639,99,137,.723,141,131,272,55,15,44,75,109,Robin Lopez
2021-22,33,ORL,NBA,C,36,9,612,110,199,.553,2,6,.333,108,193,.560,.558,32,54,.593,68,58,126,54,2,18,44,67,Robin Lopez
2022-23,34,CLE,NBA,C,37,2,299,48,75,.640,2,4,.500,46,71,.648,.653,14,18,.778,23,28,51,19,2,8,25,43,Robin Lopez
2023-24,35,MIL,NBA,C,16,2,65,7,19,.368,2,8,.250,5,11,.455,.421,2,2,1.000,3,2,5,4,1,3,2,7,Robin Lopez
2020-21,21,NOP,NBA,SF,3,0,56,3,13,.231,2,8,.250,1,5,.200,.308,0,0,,1,2,3,3,2,0,3,5,Didi Louzada
2021-22,22,2TM,NBA,SF,9,1,129,12,33,.364,9,23,.391,3,10,.300,.500,2,2,1.000,5,12,17,5,2,2,5,13,Didi Louzada
2021-22,22,NOP,NBA,SF,2,0,7,0,3,.000,0,3,.000,0,0,,.000,0,0,,2,0,2,1,0,0,0,0,Didi Louzada
2021-22,22,POR,NBA,SG,7,1,122,12,30,.400,9,20,.450,3,10,.300,.550,2,2,1.000,3,12,15,4,2,2,5,13,Didi Louzada
2008-09,20,MIN,NBA,C,81,37,2048,316,688,.459,2,19,.105,314,669,.469,.461,265,336,.789,274,460,734,84,35,50,118,205,Kevin Love
2009-10,21,MIN,NBA,PF,60,22,1714,291,646,.450,35,106,.330,256,540,.474,.478,225,276,.815,227,431,658,136,43,23,117,136,Kevin Love
2010-11,22,MIN,NBA,PF,73,73,2611,482,1026,.470,88,211,.417,394,815,.483,.513,424,499,.850,330,782,1112,184,45,28,155,148,Kevin Love
2011-12,23,MIN,NBA,PF,55,55,2145,474,1059,.448,105,282,.372,369,777,.475,.497,379,460,.824,226,508,734,111,47,28,128,152,Kevin Love
2012-13,24,MIN,NBA,PF,18,18,618,105,298,.352,20,92,.217,85,206,.413,.386,100,142,.704,64,188,252,42,13,9,39,34,Kevin Love
2013-14,25,MIN,NBA,PF,77,77,2797,650,1421,.457,190,505,.376,460,916,.502,.524,520,633,.821,224,739,963,341,59,35,196,136,Kevin Love
2014-15,26,CLE,NBA,PF,75,75,2532,413,952,.434,144,392,.367,269,560,.480,.509,258,321,.804,142,589,731,168,51,39,122,140,Kevin Love
2015-16,27,CLE,NBA,PF,77,77,2424,409,977,.419,158,439,.360,251,538,.467,.499,258,314,.822,149,613,762,186,58,41,142,159,Kevin Love
2016-17,28,CLE,NBA,PF,60,60,1885,370,867,.427,145,389,.373,225,478,.471,.510,257,295,.871,148,518,666,116,53,21,122,125,Kevin Love
2017-18,29,CLE,NBA,C,59,59,1651,334,729,.458,137,330,.415,197,399,.494,.552,234,266,.880,101,445,546,103,43,24,90,120,Kevin Love
2018-19,30,CLE,NBA,PF,22,21,598,109,283,.385,53,147,.361,56,136,.412,.479,103,114,.904,33,206,239,48,6,5,42,54,Kevin Love
2019-20,31,CLE,NBA,PF,56,56,1780,327,727,.450,146,390,.374,181,337,.537,.550,187,219,.854,54,493,547,178,33,19,140,90,Kevin Love
2020-21,32,CLE,NBA,PF,25,25,622,103,252,.409,57,156,.365,46,96,.479,.522,42,51,.824,17,169,186,63,16,2,38,26,Kevin Love
2021-22,33,CLE,NBA,C,74,4,1665,327,761,.430,187,477,.392,140,284,.493,.553,166,198,.838,87,449,536,160,26,18,98,101,Kevin Love
2022-23,34,2TM,NBA,PF,62,20,1240,165,424,.389,99,296,.334,66,128,.516,.506,80,91,.879,59,340,399,116,16,12,70,97,Kevin Love
2022-23,34,CLE,NBA,PF,41,3,821,111,285,.389,69,195,.354,42,90,.467,.511,56,63,.889,42,238,280,76,7,7,47,65,Kevin Love
2022-23,34,MIA,NBA,PF,21,17,419,54,139,.388,30,101,.297,24,38,.632,.496,24,28,.857,17,102,119,40,9,5,23,32,Kevin Love
2023-24,35,MIA,NBA,PF,55,5,924,158,359,.440,84,244,.344,74,115,.643,.557,85,108,.787,59,279,338,115,18,10,48,97,Kevin Love
2024-25,36,MIA,NBA,PF,15,4,169,31,84,.369,18,49,.367,13,35,.371,.476,10,15,.667,14,52,66,18,13,2,12,13,Kevin Love
2006-07,20,MEM,NBA,PG,10,0,175,14,38,.368,3,8,.375,11,30,.367,.408,25,28,.893,12,19,31,32,14,1,12,20,Kyle Lowry
2007-08,21,MEM,NBA,PG,82,9,2089,256,592,.432,36,140,.257,220,452,.487,.463,243,348,.698,41,209,250,296,92,22,127,185,Kyle Lowry
2008-09,22,2TM,NBA,PG,77,21,1679,189,434,.435,25,98,.255,164,336,.488,.464,181,226,.801,26,163,189,275,69,17,117,146,Kyle Lowry
2008-09,22,MEM,NBA,PG,49,21,1071,112,272,.412,17,69,.246,95,203,.468,.443,129,161,.801,13,98,111,178,48,8,79,89,Kyle Lowry
2008-09,22,HOU,NBA,PG,28,0,608,77,162,.475,8,29,.276,69,133,.519,.500,52,65,.800,13,65,78,97,21,9,38,57,Kyle Lowry
2009-10,23,HOU,NBA,PG,68,0,1651,184,464,.397,37,136,.272,147,328,.448,.436,215,260,.827,91,156,247,305,60,9,116,173,Kyle Lowry
2010-11,24,HOU,NBA,PG,75,71,2563,345,809,.426,129,343,.376,216,466,.464,.506,192,251,.765,89,220,309,500,102,23,158,207,Kyle Lowry
2011-12,25,HOU,NBA,PG,47,38,1510,210,513,.409,79,211,.374,131,302,.434,.486,171,198,.864,37,176,213,310,73,14,130,133,Kyle Lowry
2012-13,26,TOR,NBA,PG,68,52,2020,250,623,.401,101,279,.362,149,344,.433,.482,190,239,.795,56,265,321,435,94,24,157,218,Kyle Lowry
2013-14,27,TOR,NBA,PG,79,79,2862,457,1080,.423,190,500,.380,267,580,.460,.511,313,385,.813,88,281,369,586,121,15,194,267,Kyle Lowry
2014-15,28,TOR,NBA,PG,70,70,2414,430,1043,.412,132,391,.338,298,652,.457,.476,252,312,.808,54,274,328,473,109,13,173,212,Kyle Lowry
2015-16,29,TOR,NBA,PG,77,77,2851,512,1198,.427,212,547,.388,300,651,.461,.516,398,491,.811,55,310,365,494,158,34,225,211,Kyle Lowry
2016-17,30,TOR,NBA,PG,60,60,2244,426,918,.464,193,468,.412,233,450,.518,.569,299,365,.819,48,238,286,417,88,19,173,170,Kyle Lowry
2017-18,31,TOR,NBA,PG,78,78,2510,403,944,.427,238,596,.399,165,348,.474,.553,223,261,.854,66,368,434,537,85,19,183,192,Kyle Lowry
2018-19,32,TOR,NBA,PG,65,65,2213,304,739,.411,157,453,.347,147,286,.514,.518,161,194,.830,41,271,312,564,91,31,182,166,Kyle Lowry
2019-20,33,TOR,NBA,PG,58,58,2098,334,803,.416,164,466,.352,170,337,.504,.518,294,343,.857,32,260,292,433,82,26,178,190,Kyle Lowry
2020-21,34,TOR,NBA,PG,46,46,1601,260,596,.436,131,331,.396,129,265,.487,.546,140,160,.875,35,212,247,338,45,14,126,143,Kyle Lowry
2021-22,35,MIA,NBA,PG,63,63,2133,276,627,.440,144,382,.377,132,245,.539,.555,148,174,.851,33,249,282,474,67,17,168,177,Kyle Lowry
2022-23,36,MIA,NBA,PG,55,44,1718,196,485,.404,107,310,.345,89,175,.509,.514,116,135,.859,43,182,225,281,57,21,103,143,Kyle Lowry
2023-24,37,2TM,NBA,PG,60,55,1690,163,377,.432,98,250,.392,65,127,.512,.562,63,75,.840,34,160,194,253,59,21,85,146,Kyle Lowry
2023-24,37,MIA,NBA,PG,37,35,1037,103,242,.426,62,161,.385,41,81,.506,.554,35,42,.833,25,104,129,147,39,15,53,94,Kyle Lowry
2023-24,37,PHI,NBA,PG,23,20,653,60,135,.444,36,89,.404,24,46,.522,.578,28,33,.848,9,56,65,106,20,6,32,52,Kyle Lowry
2024-25,38,PHI,NBA,PG,21,10,427,29,79,.367,21,59,.356,8,20,.400,.500,18,23,.783,7,33,40,58,19,7,14,42,Kyle Lowry
2023-24,23,ATL,NBA,SF,9,0,52,4,17,.235,3,13,.231,1,4,.250,.324,3,4,.750,1,6,7,0,0,0,1,6,Seth Lundy
2016-17,21,PHI,NBA,SF,69,19,1190,145,361,.402,50,161,.311,95,200,.475,.471,105,123,.854,25,124,149,75,32,10,73,154,Timothé Luwawu-Cabarrot
2017-18,22,PHI,NBA,SF,52,7,807,100,267,.375,53,158,.335,47,109,.431,.474,46,58,.793,14,58,72,54,12,5,38,97,Timothé Luwawu-Cabarrot
2018-19,23,2TM,NBA,SF,50,7,669,82,218,.376,36,116,.310,46,102,.451,.459,31,41,.756,11,86,97,26,19,8,21,73,Timothé Luwawu-Cabarrot
2018-19,23,OKC,NBA,SF,21,1,123,13,43,.302,5,22,.227,8,21,.381,.360,4,6,.667,4,14,18,4,4,1,5,14,Timothé Luwawu-Cabarrot
2018-19,23,CHI,NBA,SF,29,6,546,69,175,.394,31,94,.330,38,81,.469,.483,27,35,.771,7,72,79,22,15,7,16,59,Timothé Luwawu-Cabarrot
2019-20,24,BRK,NBA,SF,47,2,853,117,269,.435,62,160,.388,55,109,.505,.550,69,81,.852,29,98,127,29,18,7,37,106,Timothé Luwawu-Cabarrot
2020-21,25,BRK,NBA,SF,58,7,1050,130,356,.365,75,239,.314,55,117,.470,.471,35,43,.814,28,101,129,69,33,6,43,99,Timothé Luwawu-Cabarrot
2021-22,26,ATL,NBA,SF,52,18,685,74,186,.398,44,122,.361,30,64,.469,.516,35,41,.854,17,65,82,40,18,6,20,76,Timothé Luwawu-Cabarrot
2015-16,20,UTA,NBA,PF,80,33,1382,191,436,.438,49,128,.383,142,308,.461,.494,57,82,.695,59,240,299,59,26,18,65,114,Trey Lyles
2016-17,21,UTA,NBA,PF,71,4,1158,159,439,.362,65,204,.319,94,235,.400,.436,57,79,.722,48,187,235,69,26,20,64,97,Trey Lyles
2017-18,22,DEN,NBA,PF,73,2,1391,270,550,.491,83,218,.381,187,332,.563,.566,101,143,.706,55,292,347,91,30,34,61,111,Trey Lyles
2018-19,23,DEN,NBA,PF,64,2,1120,207,495,.418,51,200,.255,156,295,.529,.470,81,116,.698,44,202,246,87,30,23,68,93,Trey Lyles
2019-20,24,SAS,NBA,PF,63,53,1271,153,343,.446,65,168,.387,88,175,.503,.541,33,45,.733,71,290,361,69,28,28,39,98,Trey Lyles
2020-21,25,SAS,NBA,PF,23,9,358,43,90,.478,14,40,.350,29,50,.580,.556,15,23,.652,9,77,86,14,6,1,6,13,Trey Lyles
2021-22,26,2TM,NBA,PF,75,23,1537,262,562,.466,67,209,.321,195,353,.552,.526,195,243,.802,89,290,379,88,29,32,73,123,Trey Lyles
2021-22,26,DET,NBA,PF,51,3,990,175,384,.456,44,146,.301,131,238,.550,.513,138,176,.784,60,184,244,58,22,26,54,91,Trey Lyles
2021-22,26,SAC,NBA,PF,24,20,547,87,178,.489,23,63,.365,64,115,.557,.553,57,67,.851,29,106,135,30,7,6,19,32,Trey Lyles
2022-23,27,SAC,NBA,PF,74,0,1247,187,408,.458,87,240,.363,100,168,.595,.565,101,124,.815,68,232,300,66,27,31,64,97,Trey Lyles
2023-24,28,SAC,NBA,PF,58,0,1158,143,321,.445,84,219,.384,59,102,.578,.576,49,70,.700,61,196,257,72,17,19,38,86,Trey Lyles
2024-25,29,SAC,NBA,PF,21,2,415,42,110,.382,29,79,.367,13,31,.419,.514,16,22,.727,18,67,85,18,11,11,11,28,Trey Lyles
2020-21,19,OKC,NBA,PG,65,49,1778,226,614,.368,105,313,.335,121,301,.402,.454,101,135,.748,25,186,211,227,56,11,141,126,Théo Maledon
2021-22,20,OKC,NBA,PG,51,7,908,119,317,.375,44,150,.293,75,167,.449,.445,79,100,.790,20,111,131,111,31,11,65,67,Théo Maledon
2022-23,21,CHO,NBA,PG,44,7,854,102,254,.402,28,95,.295,74,159,.465,.457,63,74,.851,14,109,123,152,37,12,59,61,Théo Maledon
2023-24,22,2TM,NBA,PG,17,1,213,20,70,.286,5,30,.167,15,40,.375,.321,14,15,.933,4,20,24,28,7,0,18,21,Théo Maledon
2023-24,22,CHO,NBA,PG,13,1,200,19,66,.288,5,30,.167,14,36,.389,.326,11,12,.917,4,19,23,28,7,0,15,18,Théo Maledon
2023-24,22,PHO,NBA,PG,4,0,13,1,4,.250,0,0,,1,4,.250,.250,3,3,1.000,0,1,1,0,0,0,3,3,Théo Maledon
2021-22,22,MIL,NBA,PF,41,3,407,57,115,.496,22,52,.423,35,63,.556,.591,18,22,.818,35,47,82,22,9,9,15,28,Sandro Mamukelashvili
2022-23,23,2TM,NBA,C,43,7,660,97,230,.422,30,99,.303,67,131,.511,.487,39,57,.684,70,115,185,62,14,12,35,52,Sandro Mamukelashvili
2022-23,23,MIL,NBA,C,24,0,217,19,58,.328,7,32,.219,12,26,.462,.388,12,18,.667,18,38,56,16,4,5,9,19,Sandro Mamukelashvili
2022-23,23,SAS,NBA,C,19,7,443,78,172,.453,23,67,.343,55,105,.524,.520,27,39,.692,52,77,129,46,10,7,26,33,Sandro Mamukelashvili
2023-24,24,SAS,NBA,C,46,5,451,73,155,.471,19,64,.297,54,91,.593,.532,25,34,.735,45,102,147,49,7,12,19,35,Sandro Mamukelashvili
2024-25,25,SAS,NBA,PF,20,0,185,30,56,.536,17,39,.436,13,17,.765,.688,11,15,.733,12,43,55,7,3,5,9,12,Sandro Mamukelashvili
2020-21,20,ORL,NBA,PG,10,0,88,3,13,.231,1,2,.500,2,11,.182,.269,4,5,.800,1,13,14,4,0,2,3,10,Karim Mané
2019-20,23,LAC,NBA,SF,41,6,362,37,79,.468,7,20,.350,30,59,.508,.513,18,27,.667,10,45,55,53,11,5,18,46,Terance Mann
2020-21,24,LAC,NBA,SG,67,10,1263,178,350,.509,38,91,.418,140,259,.541,.563,78,94,.830,56,186,242,104,29,13,40,126,Terance Mann
2021-22,25,LAC,NBA,SF,81,33,2317,334,690,.484,76,208,.365,258,482,.535,.539,128,164,.780,104,321,425,209,55,21,84,178,Terance Mann
2022-23,26,LAC,NBA,SG,81,36,1872,272,524,.519,77,198,.389,195,326,.598,.593,92,118,.780,77,199,276,184,42,22,80,149,Terance Mann
2023-24,27,LAC,NBA,SG,75,71,1873,254,493,.515,71,204,.348,183,289,.633,.587,79,95,.832,87,167,254,119,43,15,48,145,Terance Mann
2024-25,28,LAC,NBA,SG,23,11,484,56,128,.438,16,47,.340,40,81,.494,.500,16,24,.667,24,47,71,40,22,5,13,47,Terance Mann
2021-22,20,OKC,NBA,PG,60,26,1367,231,588,.393,98,272,.360,133,316,.421,.476,65,82,.793,25,146,171,91,47,12,71,102,Tre Mann
2022-23,21,OKC,NBA,PG,67,5,1183,197,501,.393,81,257,.315,116,244,.475,.474,42,55,.764,27,128,155,120,40,11,62,99,Tre Mann
2023-24,22,2TM,NBA,PG,41,28,987,145,316,.459,47,126,.373,98,190,.516,.533,45,59,.763,20,129,149,165,51,3,65,48,Tre Mann
2023-24,22,OKC,NBA,PG,13,0,119,20,40,.500,8,19,.421,12,21,.571,.600,1,1,1.000,4,20,24,20,3,0,9,3,Tre Mann
2023-24,22,CHO,NBA,PG,28,28,868,125,276,.453,39,107,.364,86,169,.509,.524,44,58,.759,16,109,125,145,48,3,56,45,Tre Mann
2024-25,23,CHO,NBA,PG,13,0,319,70,161,.435,24,60,.400,46,101,.455,.509,19,21,.905,12,26,38,39,7,4,25,24,Tre Mann
2020-21,19,GSW,NBA,PG,30,1,364,39,114,.342,22,60,.367,17,54,.315,.439,23,28,.821,6,40,46,70,16,1,31,29,Nico Mannion
2015-16,27,SAS,NBA,C,54,4,508,105,174,.603,0,0,,105,174,.603,.603,87,114,.763,73,121,194,21,12,23,29,54,Boban Marjanović
2016-17,28,DET,NBA,C,35,0,293,72,132,.545,0,0,,72,132,.545,.545,47,58,.810,46,84,130,9,6,12,10,25,Boban Marjanović
2017-18,29,2TM,NBA,C,39,1,337,79,148,.534,0,0,,79,148,.534,.534,77,97,.794,48,96,144,22,10,11,36,51,Boban Marjanović
2017-18,29,DET,NBA,C,19,1,171,41,79,.519,0,0,,41,79,.519,.519,36,45,.800,15,42,57,14,4,6,22,28,Boban Marjanović
2017-18,29,LAC,NBA,C,20,0,166,38,69,.551,0,0,,38,69,.551,.551,41,52,.788,33,54,87,8,6,5,14,23,Boban Marjanović
2018-19,30,2TM,NBA,C,58,12,681,160,260,.615,4,10,.400,156,250,.624,.623,98,131,.748,87,178,265,54,16,27,59,90,Boban Marjanović
2018-19,30,LAC,NBA,C,36,9,376,85,140,.607,0,2,.000,85,138,.616,.607,72,95,.758,55,97,152,22,11,17,37,57,Boban Marjanović
2018-19,30,PHI,NBA,C,22,3,305,75,120,.625,4,8,.500,71,112,.634,.642,26,36,.722,32,81,113,32,5,10,22,33,Boban Marjanović
2019-20,31,DAL,NBA,C,44,5,422,121,211,.573,4,17,.235,117,194,.603,.583,43,57,.754,66,131,197,20,8,10,30,56,Boban Marjanović
2020-21,32,DAL,NBA,C,33,3,271,62,122,.508,1,8,.125,61,114,.535,.512,31,38,.816,47,81,128,10,2,6,12,29,Boban Marjanović
2021-22,33,DAL,NBA,C,23,0,128,42,70,.600,1,4,.250,41,66,.621,.607,13,22,.591,8,31,39,3,0,3,15,24,Boban Marjanović
2022-23,34,HOU,NBA,C,31,0,171,41,60,.683,0,1,.000,41,59,.695,.683,20,27,.741,20,40,60,9,5,2,14,10,Boban Marjanović
2023-24,35,HOU,NBA,C,14,0,71,18,34,.529,0,2,.000,18,32,.563,.529,9,14,.643,7,25,32,6,1,2,5,5,Boban Marjanović
2017-18,20,CHI,NBA,PF,68,68,2020,374,862,.434,145,401,.362,229,461,.497,.518,140,166,.843,79,429,508,79,39,40,83,103,Lauri Markkanen
2018-19,21,CHI,NBA,PF,52,51,1682,342,795,.430,120,332,.361,222,463,.479,.506,170,195,.872,74,396,470,75,37,33,85,122,Lauri Markkanen
2019-20,22,CHI,NBA,PF,50,50,1492,251,591,.425,109,317,.344,142,274,.518,.517,126,153,.824,60,253,313,74,42,23,81,96,Lauri Markkanen
2020-21,23,CHI,NBA,PF,51,26,1317,250,521,.480,119,296,.402,131,225,.582,.594,76,92,.826,35,233,268,45,26,15,52,75,Lauri Markkanen
2021-22,24,CLE,NBA,SF,61,61,1878,313,703,.445,136,380,.358,177,323,.548,.542,138,159,.868,59,286,345,81,45,30,54,130,Lauri Markkanen
2022-23,25,UTA,NBA,PF,66,66,2273,571,1145,.499,200,511,.391,371,634,.585,.586,349,399,.875,130,440,570,123,42,38,127,137,Lauri Markkanen
2023-24,26,UTA,NBA,PF,55,55,1820,427,890,.480,175,439,.399,252,451,.559,.578,249,277,.899,122,327,449,110,50,26,77,100,Lauri Markkanen
2024-25,27,UTA,NBA,PF,24,24,765,145,326,.445,68,178,.382,77,148,.520,.549,112,127,.882,44,114,158,48,18,5,34,40,Lauri Markkanen
2020-21,23,NOP,NBA,SF,32,10,700,82,209,.392,29,83,.349,53,126,.421,.462,53,75,.707,15,133,148,88,26,10,38,58,Naji Marshall
2021-22,24,NOP,NBA,SF,55,4,735,109,269,.405,21,105,.200,88,164,.537,.444,74,93,.796,38,104,142,62,33,8,46,69,Naji Marshall
2022-23,25,NOP,NBA,SF,77,21,1792,247,571,.433,66,218,.303,181,353,.513,.490,138,175,.789,48,231,279,189,54,14,97,113,Naji Marshall
2023-24,26,NOP,NBA,SF,66,1,1257,170,367,.463,58,150,.387,112,217,.516,.542,68,86,.791,53,187,240,128,49,12,65,91,Naji Marshall
2024-25,27,DAL,NBA,SF,26,8,604,113,214,.528,20,63,.317,93,151,.616,.575,37,42,.881,24,61,85,57,22,2,35,36,Naji Marshall
2019-20,24,CHO,NBA,SF,18,1,317,37,84,.440,20,37,.541,17,47,.362,.560,17,21,.810,10,28,38,23,12,7,15,32,Caleb Martin
